spi_time,die_temp_filtered,dqCommand_combined,outputSpeed_rpm
5600.0,0.7105263157894737,0.5697312782484136,0.7365951742627346
5610.0,0.7157894736842105,0.6037692727281939,0.7609472743521001
5620.0,0.7157894736842105,0.6003052148663657,0.7613941018766756
5630.0,0.7157894736842105,0.607377727144427,0.759159964253798
5640.0,0.7236842105263157,0.5997075402890055,0.7616175156389633
5650.0,0.7236842105263157,0.5988069375249984,0.758266309204647
5660.0,0.7236842105263157,0.605109423334987,0.758266309204647
5670.0,0.7236842105263157,0.646138394544456,0.7806076854334226
5680.0,0.7236842105263157,0.6393903844108528,0.7821715817694369
5690.0,0.7289473684210526,0.6356666683176886,0.7817247542448614
5700.0,0.7236842105263157,0.6430689465882449,0.7815013404825737
5710.0,0.7289473684210526,0.6374446292774385,0.7832886505808757
5720.0,0.7289473684210526,0.6455220907302156,0.7801608579088471
5730.0,0.7236842105263157,0.6769950348205491,0.8056300268096515
5740.0,0.7289473684210526,0.673637010847759,0.8071939231456657
5750.0,0.7236842105263157,0.6798289013938383,0.8058534405719392
5760.0,0.7342105263157894,0.6786518061934526,0.8054066130473637
5770.0,0.7289473684210526,0.6764343073995916,0.8058534405719392
5780.0,0.7342105263157894,0.6764343073995916,0.8047363717605004
5790.0,0.7342105263157894,0.7308375808864218,0.8257372654155496
5800.0,0.7342105263157894,0.7280296989325056,0.8259606791778373
5810.0,0.7342105263157894,0.724041744744489,0.8286416443252904
5820.0,0.7421052631578948,0.7269856222864531,0.8273011617515639
5830.0,0.7421052631578948,0.7204426648883928,0.8261840929401251
5840.0,0.7342105263157894,0.7280296989325056,0.8255138516532617
5850.0,0.7342105263157894,0.7795168941467084,0.8498659517426272
5860.0,0.7421052631578948,0.7824898436276084,0.8480786416443252
5870.0,0.7421052631578948,0.7830867100039116,0.8500893655049151
