# Time (seconds),Pressure,Temp
0.0078125,952.7384033203125,26.781829833984375
0.0234375,952.7543334960938,26.786239624023438
0.0390625,952.74169921875,26.782928466796875
0.0546875,952.7455444335938,26.78917694091797
0.0703125,952.740234375,26.776687622070312
0.0859375,952.7353515625,26.786239624023438
0.1015625,952.7608642578125,26.779624938964844
0.1171875,952.7553100585938,26.794326782226562
0.1328125,952.755615234375,26.776687622070312
0.1484375,952.74609375,26.784767150878906
0.1640625,952.7487182617188,26.784408569335938
0.1796875,952.7659912109375,26.799468994140625
0.1953125,952.7471923828125,26.79468536376953
0.2109375,952.7442626953125,26.784767150878906
0.2265625,952.7384643554688,26.78955078125
0.2421875,952.760498046875,26.79212188720703
0.2578125,952.7463989257812,26.78955078125
0.2734375,952.75390625,26.784767150878906
0.2890625,952.7545776367188,26.793960571289062
0.3046875,952.7525634765625,26.79027557373047
0.3203125,952.7564086914062,26.784034729003906
0.3359375,952.7431640625,26.786239624023438
0.3515625,952.7399291992188,26.777793884277344
0.3671875,952.7569580078125,26.79027557373047
0.3828125,952.7473754882812,26.79027557373047
0.3984375,952.7564086914062,26.78955078125
0.4140625,952.7479248046875,26.788818359375
0.4296875,952.7610473632812,26.784034729003906
0.4453125,952.7420043945312,26.796531677246094
0.4609375,952.7570190429688,26.78844451904297
0.4765625,952.7550048828125,26.785865783691406
0.4921875,952.7559204101562,26.785865783691406
0.5078125,952.75,26.78917694091797
0.5234375,952.7520751953125,26.782562255859375
0.5390625,952.7485961914062,26.79468536376953
0.5546875,952.7544555664062,26.776687622070312
0.5703125,952.74609375,26.788070678710938
0.5859375,952.760986328125,26.788818359375
0.6015625,952.7532348632812,26.79027557373047
0.6171875,952.7533569335938,26.788818359375
0.6328125,952.7503051757812,26.796531677246094
0.6484375,952.7486572265625,26.78955078125
0.6640625,952.7479248046875,26.795791625976562
0.6796875,952.7408447265625,26.784034729003906
0.6953125,952.7473754882812,26.7913818359375
0.7109375,952.7481689453125,26.784408569335938
0.7265625,952.746826171875,26.78917694091797
0.7421875,952.747314453125,26.79358673095703
0.7578125,952.7543334960938,26.787338256835938
0.7734375,952.75732421875,26.79102325439453
0.7890625,952.7511596679688,26.79027557373047
0.8046875,952.7473754882812,26.785865783691406
0.8203125,952.7547607421875,26.79468536376953
0.8359375,952.7526245117188,26.79468536376953
0.8515625,952.7550659179688,26.793228149414062
0.8671875,952.7537231445312,26.796531677246094
0.8828125,952.7545776367188,26.795791625976562
0.8984375,952.7467651367188,26.801300048828125
0.9140625,952.7449951171875,26.799842834472656
0.9296875,952.7590942382812,26.79027557373047
0.9453125,952.7372436523438,26.793228149414062
0.9609375,952.7495727539062,26.798736572265625
0.9765625,952.7572631835938,26.810867309570312
0.9921875,952.744140625,26.795059204101562
1.0078125,952.7479248046875,26.79468536376953
1.0234375,952.7478637695312,26.801300048828125
1.0390625,952.7533569335938,26.801300048828125
1.0546875,952.7665405273438,26.78955078125
