spi_time,die_temp_filtered,dqCommand_combined,outputSpeed_rpm
79700.0,0.468421052631579,0.4822576968467694,0.0004468275245755
79710.0,0.4631578947368422,0.4822576968467694,0.0002234137622877
79720.0,0.4578947368421053,0.4822576968467694,0.0004468275245755
79730.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79740.0,0.4578947368421053,0.4822576968467694,0.0004468275245755
79750.0,0.4631578947368422,0.4822576968467694,0.0002234137622877
79760.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79770.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79780.0,0.468421052631579,0.4822576968467694,0.0004468275245755
79790.0,0.4578947368421053,0.4822576968467694,0.0004468275245755
79800.0,0.4631578947368422,0.4822576968467694,0.0002234137622877
79810.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79820.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79830.0,0.4631578947368422,0.4822576968467694,0.0002234137622877
79840.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79850.0,0.4631578947368422,0.4822576968467694,0.0006702412868632
79860.0,0.4578947368421053,0.4822576968467694,0.0002234137622877
79870.0,0.4578947368421053,0.4822576968467694,0.0002234137622877
79880.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79890.0,0.4578947368421053,0.4822576968467694,0.0002234137622877
79900.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79910.0,0.4578947368421053,0.4822576968467694,0.0004468275245755
79920.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79930.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79940.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79950.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79960.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
79970.0,0.4578947368421053,0.4822576968467694,0.0004468275245755
79980.0,0.4578947368421053,0.4822576968467694,0.0004468275245755
79990.0,0.4631578947368422,0.4822576968467694,0.0004468275245755
80000.0,0.4578947368421053,0.4822576968467694,0.0004468275245755
80010.0,0.4578947368421053,0.4822576968467694,0.0004468275245755
80020.0,0.4578947368421053,0.4822576968467694,0.0002234137622877
80030.0,0.4499999999999999,0.4822576968467694,0.0004468275245755
80040.0,0.4578947368421053,0.4822576968467694,0.0004468275245755
80050.0,0.468421052631579,0.4822576968467694,0.0004468275245755
80060.0,0.4578947368421053,0.4822576968467694,0.0004468275245755
80070.0,0.4578947368421053,0.4822576968467694,0.0004468275245755
80080.0,0.4499999999999999,0.4822576968467694,0.0004468275245755
