# Time (seconds),Pressure,Temp
0.0078125,954.1038818359375,28.884201049804688
0.0234375,953.8748168945312,28.8739013671875
0.0390625,953.8637084960938,28.883094787597656
0.0546875,953.858642578125,28.880157470703125
0.0703125,953.8715209960938,28.882720947265625
0.0859375,953.87109375,28.8731689453125
0.1015625,953.8576049804688,28.879058837890625
0.1171875,953.855224609375,28.881988525390625
0.1328125,953.87109375,28.875381469726562
0.1484375,953.8793334960938,28.881263732910156
0.1640625,953.8644409179688,28.88970947265625
0.1796875,953.871826171875,28.8739013671875
0.1953125,953.8577270507812,28.8720703125
0.2109375,953.8748168945312,28.877578735351562
0.2265625,953.8867797851562,28.879791259765625
0.2421875,953.8744506835938,28.89118194580078
0.2578125,953.8881225585938,28.89191436767578
0.2734375,953.8565673828125,28.883827209472656
0.2890625,953.8873901367188,28.886032104492188
0.3046875,953.8804321289062,28.881263732910156
0.3203125,953.8800048828125,28.87610626220703
0.3359375,953.8865966796875,28.886032104492188
0.3515625,953.8619384765625,28.86913299560547
0.3671875,953.8697509765625,28.883827209472656
0.3828125,953.8646850585938,28.884201049804688
0.3984375,953.8587036132812,28.877578735351562
0.4140625,953.8551635742188,28.88861083984375
0.4296875,953.8753051757812,28.879791259765625
0.4453125,953.8553466796875,28.879058837890625
0.4609375,953.855224609375,28.879417419433594
0.4765625,953.8767700195312,28.881263732910156
0.4921875,953.8716430664062,28.879058837890625
0.5078125,953.8713989257812,28.883094787597656
0.5234375,953.8801879882812,28.868392944335938
0.5390625,953.8690185546875,28.883094787597656
0.5546875,953.874755859375,28.87500762939453
0.5703125,953.8668823242188,28.883468627929688
0.5859375,953.8658447265625,28.875747680664062
0.6015625,953.8865966796875,28.86986541748047
0.6171875,953.8543701171875,28.881622314453125
0.6328125,953.8644409179688,28.868759155273438
0.6484375,953.8613891601562,28.87169647216797
0.6640625,953.8700561523438,28.859214782714844
0.6796875,953.8526611328125,28.8702392578125
0.6953125,953.885986328125,28.863624572753906
0.7109375,953.8536987304688,28.86803436279297
0.7265625,953.861328125,28.85736846923828
0.7421875,953.8530883789062,28.859214782714844
0.7578125,953.8418579101562,28.87059783935547
0.7734375,953.8460693359375,28.865455627441406
0.7890625,953.87841796875,28.85552978515625
0.8046875,953.8630981445312,28.868392944335938
0.8203125,953.8661499023438,28.8702392578125
0.8359375,953.869873046875,28.85552978515625
0.8515625,953.8541259765625,28.85333251953125
0.8671875,953.8461303710938,28.860313415527344
0.8828125,953.87841796875,28.860313415527344
0.8984375,953.8999633789062,28.85590362548828
0.9140625,953.9090576171875,28.848922729492188
0.9296875,953.8713989257812,28.85222625732422
0.9453125,953.8716430664062,28.85149383544922
0.9609375,953.8842163085938,28.85222625732422
0.9765625,953.8770751953125,28.85663604736328
0.9921875,953.899658203125,28.859573364257812
1.0078125,953.9065551757812,28.8702392578125
1.0234375,953.8890380859375,28.85663604736328
1.0390625,953.899658203125,28.862518310546875
1.0546875,953.9097290039062,28.85663604736328
1.0703125,953.9713134765625,28.868392944335938
1.0859375,954.0017700195312,28.865455627441406
1.1015625,953.966796875,28.866561889648438
1.1171875,953.9913940429688,28.876853942871094
1.1328125,953.9291381835938,28.894851684570312
1.1484375,953.9338989257812,28.882362365722656
1.1640625,953.9249267578125,28.894851684570312
1.1796875,953.9649658203125,28.90331268310547
1.1953125,953.9508666992188,28.896697998046875
1.2109375,953.9478149414062,28.90587615966797
1.2265625,953.9510498046875,28.931228637695312
1.2421875,953.9727783203125,28.938949584960938
1.2578125,953.990234375,28.940048217773438
1.2734375,953.9737548828125,28.955123901367188
1.2890625,953.9799194335938,28.951446533203125
1.3046875,953.9514770507812,28.96247100830078
1.3203125,953.9985961914062,28.966148376464844
1.3359375,953.9613037109375,28.985252380371094
1.3515625,953.99365234375,28.980484008789062
1.3671875,954.005126953125,29.000328063964844
1.3828125,953.9879760742188,29.003990173339844
1.3984375,954.0289916992188,29.02972412109375
1.4140625,953.9741821289062,29.039642333984375
1.4296875,954.0701904296875,29.05029296875
1.4453125,953.9696655273438,29.056182861328125
1.4609375,953.9462280273438,29.07013702392578
1.4765625,953.9274291992188,29.06500244140625
1.4921875,954.0230102539062,29.095497131347656
1.5078125,953.9800415039062,29.103958129882812
1.5234375,953.958251953125,29.126007080078125
1.5390625,953.9813232421875,29.148788452148438
1.5546875,953.9991455078125,29.145103454589844
1.5703125,953.9647216796875,29.17193603515625
1.5859375,954.0103759765625,29.17156219482422
1.6015625,954.019287109375,29.1895751953125
1.6171875,953.9786376953125,29.199867248535156
1.6328125,953.9593505859375,29.20648193359375
1.6484375,953.9898071289062,29.2237548828125
1.6640625,954.0538330078125,29.24139404296875
1.6796875,953.983154296875,29.246902465820312
1.6953125,953.9652099609375,29.271888732910156
1.7109375,953.9790649414062,29.29137420654297
1.7265625,954.0556640625,29.29503631591797
1.7421875,954.0028076171875,29.31598663330078
1.7578125,953.9888305664062,29.321495056152344
1.7734375,953.9887084960938,29.343185424804688
1.7890625,953.9616088867188,29.356414794921875
1.8046875,953.9874877929688,29.371475219726562
1.8203125,954.0355834960938,29.390220642089844
1.8359375,953.9776611328125,29.39904022216797
1.8515625,953.9802856445312,29.406387329101562
1.8671875,954.0963745117188,29.42292022705078
1.8828125,953.9755249023438,29.4383544921875
1.8984375,954.0093383789062,29.447547912597656
1.9140625,954.0018310546875,29.465919494628906
1.9296875,954.0670166015625,29.47217559814453
1.9453125,953.9881591796875,29.479522705078125
1.9609375,954.0952758789062,29.495323181152344
1.9765625,953.9844970703125,29.501197814941406
1.9921875,954.09326171875,29.511863708496094
2.0078125,954.028564453125,29.535743713378906
2.0234375,953.9735717773438,29.539779663085938
2.0390625,954.0211791992188,29.55779266357422
2.0546875,953.9542846679688,29.582046508789062
2.0703125,954.0767822265625,29.589035034179688
2.0859375,953.999755859375,29.597854614257812
